17.1 243.3
10.4 192.6
92.8 321.4
106.6 146.4
91.5 19.3
34.3 320.1
120.7 19.1
155.7 337.6
146.8 212.0
92.7 10.2
83.8 224.1
66.7 305.1
149.2 164.5
72.0 156.5
109.2 96.3
105.7 206.8
83.2 308.5
148.2 24.8
65.7 352.5
5.8 179.3
160.7 124.5
55.5 277.2
44.3 357.7
78.9 77.6
129.6 147.3
33.7 88.4
69.1 332.4
52.8 281.9
147.7 166.6
51.9 159.4
87.5 111.8
130.2 170.4
67.8 20.5
43.7 271.8
73.9 267.9
103.4 345.9
120.7 320.5
18.7 210.9
38.0 167.4
54.4 289.4
82.9 107.5
112.8 235.3
94.8 246.7
40.4 340.9
32.0 175.8
131.5 114.7
133.7 96.5
72.4 146.2
119.5 347.7
133.8 190.0
11.1 239.6
103.2 67.7
145.2 260.3
96.4 245.0
55.7 90.4
80.6 7.0
104.0 245.9
63.8 34.9
113.9 4.3
109.0 302.7
76.2 230.1
118.9 166.3
130.6 220.1
90.2 227.1
28.4 195.4
63.8 25.6
74.7 13.3
28.4 255.8
39.5 157.0
137.1 5.2
145.3 86.5
149.4 49.2
21.0 257.2
111.2 195.2
37.1 105.0
69.1 309.6
133.6 169.3
92.3 180.2
114.6 278.2
92.7 357.9
64.5 46.0
96.0 46.2
115.2 302.1
6.1 42.4
74.3 79.8
157.3 250.1
68.1 48.7
109.4 222.2
102.7 257.2
114.7 245.7
81.5 229.6
84.3 166.1
71.4 203.4
125.5 116.0
41.0 66.9
122.3 319.7
122.9 183.9
45.9 111.3
95.8 63.2
134.3 274.2
76.2 284.2
85.0 134.7
29.5 180.7
60.8 267.0
61.1 305.0
101.8 344.5
133.0 244.2
34.0 84.2
128.0 69.0
144.9 44.3
50.8 300.9
138.4 192.9
25.6 300.9
93.1 192.8
161.3 174.7
90.4 288.0
119.8 156.1
135.1 314.7
113.7 20.0
132.9 33.9
128.1 11.1
65.8 30.1
57.4 320.3
169.0 331.6
92.1 326.1
48.6 166.6
62.5 148.6
20.1 93.4
82.2 158.9
121.2 118.3
119.5 82.4
136.0 127.3
83.1 347.4
62.8 184.9
121.0 116.3
65.2 79.7
85.8 214.8
63.4 94.2
135.2 59.9
104.6 196.0
47.6 287.0
96.9 83.0
128.0 182.2
67.0 149.2
98.4 243.2
86.2 41.8
42.7 243.7
149.7 315.4
62.4 321.6
62.6 267.9
149.0 113.8
21.6 298.3
96.7 156.5
142.7 193.6
62.0 349.9
91.6 83.7
49.6 334.8
47.7 280.1
12.3 184.1
109.3 273.2
119.8 234.4
97.3 141.5
66.6 172.4
52.1 224.2
106.2 332.7
132.0 202.4
128.6 185.6
49.0 60.2
143.2 69.5
105.7 14.3
74.9 213.7
91.2 102.5
139.2 357.2
60.2 208.0
40.0 23.4
18.0 185.3
143.5 228.8
54.3 121.7
58.0 126.0
97.7 314.0
140.4 270.5
63.0 246.4
79.6 262.0
61.4 190.4
130.9 180.9
13.5 22.9
100.2 224.1
72.0 316.9
105.8 99.1
141.0 159.5
66.2 93.6
85.2 14.1
58.5 306.8
17.9 2.7
26.7 42.4
65.4 127.1
151.3 166.8
83.1 202.3
82.1 150.9
69.6 290.8
75.4 27.1
20.8 23.6
36.2 336.2
46.6 177.5
65.2 26.0
89.8 57.5
82.9 34.0
128.7 71.6
114.4 104.5
81.1 183.3
171.7 152.7
90.8 259.7
33.8 277.0
69.7 136.3
88.8 295.3
75.7 12.2
79.4 102.9
131.5 60.1
145.0 207.8
136.9 153.7
45.8 241.6
130.6 198.4
66.7 67.8
29.2 331.9
153.3 74.6
34.6 46.2
70.0 83.5
123.7 203.0
66.3 186.3
13.3 158.9
131.3 205.9
81.2 238.3
100.5 330.2
170.3 92.3
23.2 81.2
144.9 133.5
126.0 320.5
147.2 63.2
78.9 30.7
114.0 198.0
64.5 74.3
43.5 308.5
65.9 278.1
50.1 52.5
94.4 71.4
129.6 303.1
13.9 342.7
84.0 338.1
42.5 344.0
113.2 305.2
67.3 210.6
70.8 15.1
18.7 58.2
127.7 311.0
118.2 105.6
81.1 277.3
64.9 72.6
20.9 219.3
45.0 160.4
73.6 53.6
112.3 124.7
98.0 354.0
60.3 211.5
72.1 171.3
113.0 2.8
143.6 49.1
121.7 45.1
44.7 134.8
21.1 54.8
98.3 32.0
111.0 122.0
108.8 355.3
107.9 329.4
100.8 83.8
46.7 21.5
106.0 103.4
152.0 268.6
111.9 188.7
125.3 86.5
152.7 159.4
108.9 294.6
89.9 249.5
160.3 121.3
42.8 176.7
47.1 69.9
27.5 91.8
43.0 211.0
104.6 30.0
82.6 212.9
92.6 118.4
87.3 299.0
66.9 166.6
11.3 43.8
104.3 146.8
119.8 146.7
88.9 343.7
75.0 327.3
116.0 42.2
127.1 78.3
124.3 23.7
128.1 210.5
78.8 228.1
128.8 341.5
130.5 297.7
91.5 150.9
95.8 183.2
81.6 203.8
45.8 128.7
68.0 255.8
77.4 151.6
161.0 341.8
153.8 53.7
77.3 233.3
70.2 149.1
156.5 86.1
44.8 175.4
83.7 272.7
13.6 300.7
69.2 230.7
110.0 33.8
108.6 125.9
77.8 76.1
66.7 267.2
71.5 60.4
12.3 117.1
111.0 89.5
161.3 88.5
40.4 133.6
162.1 58.8
30.5 224.9
64.4 29.9
135.0 307.1
51.7 216.1
118.0 335.9
123.2 312.1
82.1 269.9
123.1 95.7
94.8 11.1
82.5 201.1
58.2 341.5
80.7 31.0
30.5 185.8
61.0 188.3
72.7 237.1
64.1 36.5
136.0 99.6
132.2 346.9
156.7 261.9
114.3 280.1
89.0 282.5
105.4 3.3
82.9 131.9
75.4 101.8
62.3 46.4
30.7 288.4
160.0 211.6
41.8 333.4
15.0 353.5
76.1 23.7
89.6 211.6
96.0 225.4
139.9 272.6
70.3 246.6
83.7 122.2
136.0 186.1
49.2 300.5
109.7 151.0
168.9 97.9
91.7 62.3
99.2 141.8
103.7 116.6
101.7 282.4
14.2 350.0
53.4 153.1
48.3 203.1
106.7 27.9
166.0 334.4
79.6 169.9
40.2 168.8
140.3 62.0
40.4 34.6
89.5 101.4
104.6 4.8
144.2 121.7
138.6 258.4
97.5 87.1
70.1 226.3
27.9 269.1
128.0 276.8
84.9 8.9
112.7 238.2
41.4 93.0
18.2 359.2
74.3 9.3
113.9 27.2
34.4 170.2
116.8 153.4
84.2 257.2
12.7 51.2
96.7 236.0
43.4 127.2
137.8 200.4
67.7 177.2
44.1 97.7
42.1 26.3
114.7 67.0
152.8 160.6
105.6 189.7
108.6 352.8
92.7 199.4
111.7 257.8
112.0 213.5
84.3 134.1
35.1 59.0
60.1 305.5
64.7 179.2
86.0 255.0
41.5 150.0
133.6 294.7
130.7 222.0
53.6 135.9
86.1 118.6
142.5 99.7
108.1 158.7
146.1 351.9
88.3 344.1
68.2 237.0
114.3 69.6
113.3 63.9
148.5 166.2
77.5 340.3
89.0 96.3
27.7 187.7
124.8 215.7
84.3 38.2
101.7 121.1
100.9 99.2
94.3 274.3
147.1 265.5
126.1 171.4
29.0 70.2
17.3 169.5
74.1 226.1
126.0 335.8
67.6 269.8
92.3 121.5
15.2 286.1
18.7 101.4
147.5 219.3
75.8 86.1
69.1 295.9
64.2 102.3
79.3 188.0
143.9 17.7
139.2 317.8
41.6 196.2
165.7 101.2
111.9 135.2
86.1 218.5
110.1 343.2
108.0 200.5
89.4 233.9
101.5 240.8
79.8 105.4
52.0 295.6
120.0 66.0
48.0 334.3
16.5 240.4
98.5 77.7
146.8 271.2
94.0 181.4
74.3 100.2
122.4 130.9
136.8 352.0
74.2 193.7
134.3 37.8
55.9 6.8
80.2 30.8
104.6 232.3
16.4 193.2
106.8 71.6
147.2 155.6
41.0 48.3
67.2 151.4
147.9 271.2
80.2 22.5
90.5 208.7
83.6 34.1
95.7 260.5
129.9 321.6
124.0 339.2
102.3 41.3
58.2 132.4
83.1 183.3
147.9 278.0
83.0 85.8
25.4 147.4
135.2 297.5
63.6 182.8
80.5 143.3
132.8 72.6
97.3 277.5
85.3 155.7
111.5 119.1
134.2 35.6
88.5 291.5
113.6 260.6
90.7 261.1
158.7 300.9
119.9 127.7
91.4 118.2
99.0 287.4
77.5 85.4
133.4 125.3
128.3 290.3
74.3 345.8
103.8 336.8
79.9 273.7
93.6 175.9
66.9 202.2
62.5 267.3
142.1 44.3
55.5 66.7
13.4 312.8
102.8 238.7
81.8 24.1
122.8 351.8
101.3 34.2
81.5 96.9
84.8 153.2
112.9 140.4
113.9 58.1
114.3 248.4
84.8 282.3
85.3 202.2
121.7 196.7
84.3 260.1
64.7 175.6
30.1 193.2
83.8 195.4
158.9 116.5
69.3 271.6
97.1 244.6
147.1 182.1
150.2 115.6
54.2 273.7
67.4 310.1
112.0 125.4
159.0 220.8
44.4 216.4
84.4 180.1
167.6 175.9
61.6 146.5
58.8 214.6
117.1 238.4
49.3 38.2
60.6 305.8
59.7 274.7
101.0 296.3
80.5 151.7
112.3 111.5
81.5 200.0
94.8 334.9
34.8 261.9
127.2 64.9
22.8 302.3
139.4 42.0
87.4 232.3
163.8 344.7
127.8 301.6
100.6 87.7
157.4 237.5
75.4 243.6
94.0 154.3
105.8 179.2
123.8 42.4
25.7 284.4
76.5 316.8
34.1 263.7
141.0 269.3
92.2 226.9
93.1 195.9
156.5 212.6
137.2 159.7
93.9 67.3
153.8 170.4
163.5 91.4
122.3 324.3
152.7 117.3
105.0 359.4
54.6 109.4
113.3 76.1
30.9 258.8
72.2 316.4
64.4 54.1
89.2 171.3
37.1 80.0
11.6 273.6
106.3 248.2
75.8 215.8
71.3 216.8
100.8 87.4
120.8 93.5
18.3 37.6
113.9 322.1
166.4 93.1
171.0 334.5
91.9 192.6
103.9 111.2
104.1 54.2
22.4 68.1
114.2 177.3
64.3 357.6
42.0 182.4
105.2 283.2
102.2 290.7
30.7 74.1
106.4 209.9
74.9 7.6
157.7 101.3
167.8 316.2
89.2 111.9
174.3 210.1
59.8 324.0
61.7 131.4
155.8 297.7
92.4 357.5
66.9 15.3
94.9 223.9
85.2 152.1
90.5 217.7
77.7 236.0
107.0 220.9
31.5 202.1
114.0 204.9
50.0 242.5
95.3 92.7
85.8 248.2
82.2 55.2
6.4 174.4
33.9 35.7
153.7 258.8
116.7 239.7
132.1 183.7
47.8 90.5
94.2 248.3
74.6 18.2
46.0 246.7
122.4 332.3
14.5 311.0
32.5 233.9
116.8 350.3
148.6 346.1
49.6 315.9
63.5 115.7
60.8 271.5
27.9 325.0
81.2 170.1
132.5 57.7
25.1 252.2
101.3 134.0
122.9 140.1
141.3 29.5
78.9 291.1
128.6 271.3
14.3 347.8
81.8 116.8
115.4 199.7
125.7 273.3
107.2 283.8
100.7 175.3
71.4 118.4
95.4 198.7
99.2 159.9
69.5 179.1
135.4 208.5
22.7 269.7
25.5 23.5
135.2 253.4
169.1 71.0
76.9 343.9
90.3 161.2
5.8 347.8
54.9 156.1
111.8 144.6
29.5 281.3
55.9 61.2
117.3 328.5
40.9 285.3
118.0 160.6
102.9 115.2
34.2 246.3
26.3 185.0
68.1 153.0
21.2 316.6
19.8 102.0
50.4 351.9
123.3 124.6
62.1 183.1
142.4 115.9
76.8 159.8
78.7 132.3
112.7 52.2
109.1 356.1
147.5 310.5
172.5 168.0
140.6 141.6
95.0 48.3
166.6 59.3
27.8 139.5
127.6 71.7
79.9 314.2
77.8 294.6
106.6 272.5
44.3 6.1
102.9 286.0
108.1 1.6
161.3 277.1
12.3 287.0
141.3 139.3
25.9 261.5
62.0 177.1
11.9 303.0
69.9 131.8
86.9 156.8
110.6 336.1
120.2 352.4
89.9 204.1
19.6 322.1
118.7 107.1
30.5 222.1
133.3 105.3
64.2 325.5
44.2 256.7
48.9 260.2
26.7 289.7
78.7 222.3
113.2 89.6
101.0 267.8
89.7 21.6
124.6 191.9
142.9 338.0
20.6 311.4
99.2 253.8
8.1 78.8
125.1 299.4
155.6 178.8
129.8 177.3
151.4 100.8
68.6 74.6
162.6 61.9
56.0 29.4
128.8 24.4
107.3 7.4
18.7 152.5
103.9 219.8
116.9 314.2
18.1 145.3
117.1 124.4
127.1 128.3
